,City,Cloudiness,Country,Date,Humidity,Lat,Lng,Max Temperature,Wind Speed
387,qiongshan,75,CN,1570595167,59,20.01,110.35,89.6,13.42
388,katsuura,20,JP,1570595167,37,33.93,134.5,71.6,14.99
389,kolosovka,52,RU,1570595168,81,56.47,73.61,49.17,6.73
390,tiksi,100,RU,1570595168,88,71.64,128.87,25.23,12.64
391,napier,100,NZ,1570595168,48,-39.49,176.92,73.0,3.0
392,govindgarh,0,IN,1570595169,40,27.5,77.0,80.99,4.45
393,verkhoyansk,75,RU,1570595169,59,67.55,133.39,18.98,6.69
394,libertador general san martin,0,AR,1570595169,52,-23.81,-64.79,63.91,2.62
395,rio gallegos,20,AR,1570595170,74,-51.62,-69.22,42.8,29.97
396,aripuana,100,BR,1570595170,96,-9.17,-60.63,70.64,1.57
397,teavaro,90,PF,1570595170,69,-17.5,-149.77,78.8,5.82
398,olinda,75,AU,1570595170,58,-37.84,145.39,61.0,13.87
399,la gomera,100,GT,1570595171,82,14.09,-91.05,79.18,5.84
400,tasiilaq,100,GL,1570595171,80,65.61,-37.64,39.2,16.11
401,kaoma,94,ZM,1570595171,75,-14.8,24.8,65.41,3.85
402,cravo norte,97,CO,1570595171,87,6.3,-70.2,76.84,2.04
403,yerbogachen,100,RU,1570595172,83,61.28,108.01,21.18,8.95
404,panama city,1,US,1570595172,88,30.16,-85.65,78.01,6.93
405,sulangan,100,PH,1570594901,73,11.14,123.72,83.73,7.65
406,makat,100,KZ,1570595173,48,47.65,53.35,52.39,0.58
407,alice springs,0,AU,1570595173,12,-23.7,133.88,78.8,9.17
408,pimenta bueno,74,BR,1570595173,91,-11.68,-61.19,74.05,1.32
409,el prat de llobregat,40,ES,1570595174,82,41.32,2.1,70.0,4.7
410,winnemucca,1,US,1570595174,22,40.97,-117.74,64.4,12.75
411,nizhniy baskunchak,100,RU,1570595175,79,48.22,46.83,48.32,14.61
412,egvekinot,79,RU,1570595175,95,66.32,-179.17,27.35,12.73
413,turinskaya sloboda,26,RU,1570595175,91,57.62,64.39,45.01,3.31
414,sintea mare,0,RO,1570595176,81,46.52,21.61,46.4,9.17
415,bagdarin,44,RU,1570595176,48,54.44,113.59,29.8,10.52
416,thabazimbi,0,ZA,1570595176,37,-24.59,27.41,55.99,5.5
417,port blair,91,IN,1570595176,68,11.67,92.75,83.33,4.25
418,knoxville,1,US,1570595177,88,35.96,-83.92,64.0,5.4
419,cockburn town,70,TC,1570595177,80,21.46,-71.14,83.35,18.19
420,ahlat,73,TR,1570595177,50,38.75,42.49,58.59,5.49
421,dubbo,0,AU,1570595177,21,-32.25,148.6,69.8,6.93
422,hattiesburg,1,US,1570595178,88,31.33,-89.29,70.0,3.92
423,kokorevka,75,RU,1570595178,74,52.59,34.27,37.4,11.18
424,kenai,90,US,1570595178,93,60.55,-151.26,45.0,5.82
425,aden,57,YE,1570595179,68,12.79,45.03,82.06,15.93
426,talara,96,PE,1570594927,89,-4.58,-81.27,63.34,15.95
427,pilar,0,AR,1570595179,72,-34.46,-58.91,66.99,2.3
428,arman,100,RU,1570595179,84,59.7,150.17,38.66,25.54
429,saint-augustin,5,CA,1570595180,93,45.63,-73.98,46.0,2.24
430,padang,44,ID,1570594959,84,-0.92,100.36,78.26,8.66
431,yekaterinoslavka,12,RU,1570595180,65,54.34,72.46,54.23,8.52
432,vilyuysk,99,RU,1570595180,88,63.75,121.63,29.71,7.9
433,victoria point,0,AU,1570595181,46,-27.58,153.3,78.01,14.99
434,lorengau,93,PG,1570595181,71,-2.02,147.27,84.18,10.3
435,mugumu,97,TZ,1570595182,72,-1.84,34.67,64.42,4.29
436,pijijiapan,100,MX,1570595182,70,15.69,-93.21,84.52,6.98
437,matara,96,BI,1570595182,86,-3.48,29.48,51.96,3.11
438,adrar,0,DZ,1570595183,27,27.87,-0.29,64.4,9.17
439,okha,100,RU,1570595183,98,53.59,142.95,46.45,8.13
440,dickson,1,US,1570595183,87,36.08,-87.39,61.0,7.27
441,keflavik,0,IS,1570595183,100,64.0,-22.56,44.6,4.7
442,damietta,20,EG,1570595184,83,31.42,31.81,73.4,6.93
443,nacogdoches,1,US,1570595184,93,31.6,-94.66,64.4,2.86
444,union city,1,US,1570595184,93,36.42,-89.06,61.0,6.61
445,pallasovka,99,RU,1570595185,78,50.04,46.89,43.74,13.97
446,nabire,96,ID,1570595186,86,-3.36,135.5,80.44,1.05
447,ofunato,75,JP,1570595186,55,39.11,141.75,66.2,6.93
448,brigantine,20,US,1570595187,76,39.41,-74.36,63.0,9.17
449,iqaluit,75,CA,1570595187,87,63.75,-68.52,33.8,4.06
450,ishnya,90,RU,1570595187,92,57.19,39.36,32.0,6.71
451,denpasar,20,ID,1570595188,66,-8.65,115.22,86.0,10.29
452,carlyle,90,CA,1570595188,86,49.63,-102.27,39.0,19.46
453,bitkine,100,TD,1570595188,83,11.98,18.21,75.09,4.74
454,atambua,0,ID,1570595188,66,-9.11,124.89,79.16,8.88
455,tabou,100,CI,1570595189,93,4.42,-7.36,73.99,2.73
456,nhulunbuy,40,AU,1570595189,51,-12.18,136.78,86.0,13.87
457,tecoanapa,75,MX,1570595189,88,16.99,-99.26,80.6,4.7
458,veraval,0,FR,1570595190,93,49.65,0.71,53.6,12.75
459,boende,99,CD,1570595190,98,-0.28,20.88,70.03,1.84
460,cayhagan,92,PH,1570595190,67,9.67,122.43,83.87,3.06
461,hualmay,23,PE,1570594938,87,-11.1,-77.61,59.9,10.4
462,taoudenni,0,ML,1570595191,11,22.68,-3.98,81.1,7.56
463,north bend,75,US,1570595191,81,43.41,-124.22,52.0,6.93
464,beringovskiy,53,RU,1570595191,67,63.05,179.32,31.91,8.88
465,labuhan,0,ID,1570595191,33,-2.54,115.51,96.42,1.83
466,dharan,0,NP,1570595192,74,26.81,87.28,67.86,2.64
467,pasni,0,PK,1570595192,62,25.26,63.48,81.55,4.24
468,capitan bado,0,PY,1570595192,81,-23.27,-55.53,67.78,1.57
469,pacific grove,1,US,1570595193,63,36.62,-121.92,64.0,4.7
470,plouzane,75,FR,1570595194,87,48.38,-4.62,54.0,11.41
471,bowen,0,AU,1570595194,29,-20.01,148.25,91.4,12.75
472,soyo,100,AO,1570595194,87,-6.13,12.37,75.65,7.86
473,cartagena del chaira,45,CO,1570595194,99,1.33,-74.84,68.99,2.93
474,waingapu,43,ID,1570595195,81,-9.65,120.26,78.66,11.35
475,khandbari,0,NP,1570595195,69,27.38,87.21,58.21,3.91
476,yunyang,76,CN,1570595195,65,32.84,110.81,61.79,5.99
477,dumas,0,IN,1570595196,70,21.09,72.71,87.8,3.36
478,yoichi,40,JP,1570595196,55,43.19,140.77,62.6,18.34
479,half moon bay,20,US,1570595196,72,37.46,-122.43,64.4,13.87
480,pampierstad,0,ZA,1570595196,25,-27.78,24.69,56.21,6.24
481,saint george,90,GR,1570595197,100,39.45,22.34,59.0,6.93
482,todos santos,5,MX,1570595197,65,23.45,-110.23,84.99,1.58
483,poya,0,NC,1570595197,74,-21.35,165.16,72.61,11.48
484,san isidro,40,CR,1570595197,94,10.02,-84.06,73.0,3.36
485,antofagasta,90,CL,1570595198,77,-23.65,-70.4,59.0,2.24
486,kita,20,JP,1570595198,29,35.76,139.74,80.01,5.82
487,jalu,61,LY,1570595198,21,29.03,21.55,79.36,22.73
488,nanning,40,CN,1570595198,69,22.83,108.3,82.4,4.47
489,lincoln village,75,LR,1570595199,94,6.6,-10.38,75.2,1.19
490,bandarbeyla,86,SO,1570595199,85,9.49,50.81,74.64,8.86
491,turukhansk,92,RU,1570595199,80,65.8,87.96,31.26,3.27
492,sinegorye,100,RU,1570595200,65,62.09,150.53,14.92,3.18
493,benalla,0,AU,1570595200,36,-36.55,145.99,64.0,5.82
494,nelson bay,20,AU,1570595200,52,-32.72,152.14,64.99,19.46
495,sioux lookout,40,CA,1570595200,54,50.1,-91.92,59.0,9.17
496,altukhovo,94,RU,1570595201,94,55.14,39.96,32.21,8.5
497,dolores,0,UY,1570595201,86,-33.53,-58.22,57.99,3.0
498,oda,20,JP,1570595201,46,35.19,132.5,69.8,8.05
499,iquitos,75,PE,1570595201,94,-3.75,-73.25,71.6,2.24
500,saurimo,98,AO,1570595202,92,-9.66,20.4,64.15,0.2
501,kalmunai,83,LK,1570595202,74,7.42,81.82,82.33,1.48
502,zhob,0,PK,1570595202,20,31.34,69.45,59.59,3.65
503,kieta,23,PG,1570595203,69,-6.22,155.63,83.79,4.05
504,djibo,100,BF,1570595203,57,14.1,-1.63,82.8,15.05
505,marabba,43,SD,1570595203,70,12.35,32.18,78.28,5.66
506,hami,95,CN,1570595203,15,42.84,93.51,66.92,8.57
507,ilo,39,PE,1570595204,87,-17.65,-71.34,58.69,4.94
508,awjilah,61,LY,1570595204,21,29.14,21.3,79.36,22.72
509,nizhniy ufaley,100,RU,1570595204,90,55.91,59.99,39.88,2.66
510,sechura,30,PE,1570595205,88,-5.56,-80.82,61.55,9.62
511,shubarshi,93,KZ,1570595205,65,48.59,57.19,48.86,1.57
512,helong,1,CN,1570595205,55,25.94,116.13,82.61,1.25
513,langsa,100,ID,1570595205,95,4.47,97.97,75.13,2.24
514,san javier,0,BR,1570595206,82,-27.87,-55.13,60.03,3.02
515,kahului,40,US,1570595206,61,20.89,-156.47,82.4,12.75
516,price,1,US,1570595206,19,39.6,-110.81,55.99,8.05
517,welzheim,75,DE,1570595207,93,48.88,9.63,53.6,5.82
518,kloulklubed,75,PW,1570595207,66,7.04,134.26,87.8,17.22
519,ulaanbaatar,20,MN,1570595207,27,47.92,106.92,53.6,4.47
520,arica,90,CL,1570595207,67,-18.48,-70.32,60.8,4.7
521,kamloops,90,CA,1570595208,44,50.68,-120.34,39.2,11.41
522,fenoarivo,75,MG,1570595208,87,-18.93,47.44,60.8,4.7
523,namibe,86,AO,1570594975,87,-15.19,12.15,66.11,7.67
524,okhotsk,100,RU,1570595208,97,59.36,143.24,32.66,9.84
525,dzidzantun,100,MX,1570595209,82,21.25,-89.05,79.0,1.99
526,tarija,20,BO,1570595209,55,-21.53,-64.73,60.8,1.25
527,sokoto,97,NG,1570595209,81,13.06,5.24,75.56,6.15
528,morant bay,20,JM,1570595209,74,17.88,-76.41,82.4,9.17
529,puri,12,ID,1570595210,37,-7.54,112.45,94.53,5.77
530,sanming,65,CN,1570595210,65,26.24,117.6,79.86,2.64
531,minas novas,46,BR,1570595210,84,-17.22,-42.59,66.67,3.98
532,ouadda,100,CF,1570595211,94,8.07,22.4,65.43,0.72
533,narbonne,11,FR,1570595211,87,43.18,3.0,61.0,7.35
534,eenhana,38,NA,1570595211,20,-17.48,16.34,73.4,3.36
535,tefe,21,BR,1570595212,79,-3.35,-64.71,75.94,1.36
536,tarko-sale,100,RU,1570595212,91,64.92,77.78,34.0,16.11
537,mehamn,75,NO,1570595212,86,71.03,27.85,41.0,16.11
538,tracy,1,US,1570595213,26,37.74,-121.43,72.0,3.36
539,allentown,40,US,1570594920,66,40.6,-75.47,59.0,8.05
540,danville,1,US,1570595063,77,37.82,-122.0,69.01,3.36
541,mirnyy,100,RU,1570595214,96,56.57,36.46,37.13,9.06
542,mugur-aksy,0,RU,1570595214,48,50.38,90.44,39.29,4.77
543,baile herculane,30,RO,1570595214,84,44.88,22.41,36.79,4.43
544,wanaka,100,NZ,1570595214,82,-44.7,169.14,57.0,4.65
545,mumford,98,GH,1570595215,98,5.26,-0.76,72.03,2.75
546,belyy yar,94,RU,1570595215,61,53.6,91.39,46.4,6.11
547,matagami,99,NG,1570595215,97,9.67,8.4,67.82,1.36
548,alnashi,100,RU,1570595215,96,56.18,52.48,37.6,5.79
549,brownfield,75,US,1570595216,49,33.18,-102.27,73.4,16.11
550,saint-francois,100,FR,1570595216,87,46.42,3.91,55.4,4.7
551,kudahuvadhoo,35,MV,1570595216,76,2.67,72.89,81.9,11.32
552,velikiy ustyug,100,RU,1570595217,84,60.76,46.3,33.98,11.23
553,mon,90,IN,1570595107,90,26.73,95.03,76.31,2.17
554,nayudupeta,20,IN,1570595217,74,13.91,79.9,84.2,9.17
555,skjervoy,75,NO,1570595217,63,70.03,20.97,32.0,4.7
556,nuuk,1,GL,1570595218,69,64.17,-51.74,35.6,2.24
557,bundaberg,12,AU,1570595218,54,-24.87,152.35,81.0,24.16
558,nhlangano,14,SZ,1570595218,97,-27.11,31.2,56.06,3.49
559,wuwei,100,CN,1570595218,60,37.93,102.64,57.99,14.94
560,esperance,100,AU,1570595219,26,-33.86,121.89,82.4,14.99
561,bela,0,PK,1570595219,56,26.23,66.31,82.94,2.57
562,martil,0,MA,1570595219,88,35.62,-5.28,69.8,6.93
563,mangrol,7,IN,1570595219,66,25.33,76.51,84.2,5.04
564,maceio,0,BR,1570595220,94,-9.67,-35.74,69.8,3.42
565,sistranda,40,NO,1570595220,75,63.73,8.83,42.8,12.75
566,placido de castro,0,BR,1570595220,62,-10.34,-67.19,76.28,1.43
567,margate,75,AU,1570595221,50,-43.03,147.26,61.0,12.75
568,vanavara,96,RU,1570595221,56,60.35,102.28,25.27,11.61
569,rocha,0,UY,1570595221,55,-34.48,-54.34,53.96,7.45
570,presidencia roque saenz pena,0,AR,1570595221,61,-26.79,-60.44,64.9,6.02
571,vung tau,47,VN,1570595222,62,10.35,107.08,87.08,2.68
572,nioki,89,CD,1570595222,81,-2.72,17.69,72.12,2.33
573,puerto escondido,100,MX,1570595222,95,15.86,-97.07,70.99,2.21
574,saskatoon,75,CA,1570595222,68,52.13,-106.66,30.99,5.82
575,eydhafushi,47,MV,1570595223,73,5.1,73.07,82.81,7.18
576,oyek,75,RU,1570595223,69,52.59,104.46,35.6,15.66
577,wanning,75,AT,1570595223,93,48.64,13.53,57.0,5.82
578,sola,82,TZ,1570595224,62,-3.17,33.8,69.87,9.34
579,darab,0,IR,1570595224,67,28.75,54.55,58.42,3.56
580,khani,90,GE,1570595224,93,41.96,42.96,62.6,8.05
581,piriyapatna,75,IN,1570595224,88,12.34,76.1,75.2,2.68
582,magnolia,1,US,1570595225,87,33.27,-93.24,57.0,4.04
583,miles city,75,US,1570595225,75,46.41,-105.84,41.0,16.11
584,emirdag,27,TR,1570595225,96,39.02,31.15,47.66,1.57
585,xuddur,31,SO,1570595226,77,4.12,43.89,74.33,8.39
586,chivay,0,PE,1570595226,33,-15.64,-71.6,41.18,3.36
587,jiaozuo,100,CN,1570595226,77,35.21,113.25,60.44,4.71
588,walvis bay,90,NA,1570595226,87,-22.95,14.51,55.4,11.41
589,zhigalovo,100,RU,1570595227,65,54.81,105.15,28.2,9.98
590,corn island,0,NI,1570595227,71,12.17,-83.04,84.83,7.02
591,carballo,0,ES,1570595227,100,43.21,-8.69,52.0,4.7
592,compiegne,40,FR,1570595227,93,49.42,2.83,52.0,10.29
593,galle,88,GN,1570595228,98,10.08,-12.83,69.87,2.19
594,vila velha,40,BR,1570595228,74,-3.71,-38.6,79.0,16.11
595,kalga,89,RU,1570595228,44,50.92,118.9,46.58,20.92
596,henties bay,33,NA,1570595229,87,-22.12,14.28,57.56,13.2
597,dagua,75,CO,1570595229,73,3.66,-76.69,71.6,4.7
598,srednekolymsk,100,RU,1570595229,82,67.46,153.71,18.05,6.9
599,sao domingos,87,BR,1570595229,45,-13.4,-46.32,80.13,0.51
600,comodoro rivadavia,0,AR,1570595230,53,-45.87,-67.48,51.8,19.46
601,mogzon,98,RU,1570595230,51,51.74,111.97,33.69,17.14
602,mattawa,1,CA,1570594979,87,46.32,-78.7,43.0,4.7
603,esmeralda,100,CL,1570595231,77,-34.33,-70.9,53.74,4.29
604,kotelnich,0,RU,1570595231,94,58.31,48.34,29.21,6.2
605,santa rosa,100,AR,1570595112,40,-36.62,-64.29,51.06,1.74
606,san policarpo,100,PH,1570595232,67,12.18,125.51,86.0,7.92
607,abalak,77,NE,1570595232,57,15.46,6.28,81.01,2.97
608,kaura namoda,100,NG,1570595233,91,12.59,6.58,73.58,4.25
609,leshukonskoye,100,RU,1570595233,96,64.9,45.76,32.97,14.79
610,bridlington,84,GB,1570595233,87,54.08,-0.19,51.01,9.17
611,san pedro,50,AR,1570595234,70,-33.68,-59.66,57.0,3.14
612,ettaiyapuram,20,IN,1570595234,66,9.15,78.0,86.0,3.36
613,pitimbu,75,BR,1570595234,83,-7.47,-34.81,77.0,9.17
614,katima mulilo,63,NA,1570595234,44,-17.5,24.28,60.8,3.1
615,abu dhabi,0,AE,1570595177,70,24.47,54.37,86.0,8.05
616,catuday,0,PH,1570595235,75,16.29,119.81,82.62,12.12
617,lakes entrance,19,AU,1570595235,67,-37.88,147.99,57.99,3.0
618,chernihiv,98,UA,1570595237,58,51.49,31.29,41.05,15.23
619,safranbolu,1,TR,1570595237,94,41.25,32.69,47.86,2.57
620,empangeni,0,ZA,1570595237,92,-28.75,31.9,60.91,3.33
621,santiago de cao,90,PE,1570595238,87,-7.96,-79.24,60.8,8.05
622,mocuba,0,MZ,1570595238,55,-16.84,36.99,77.94,6.59
623,belaya gora,91,RU,1570595238,72,68.54,146.19,19.33,3.87
624,angoche,0,MZ,1570595238,86,-16.23,39.91,72.45,6.58
625,sooke,75,CA,1570595239,75,48.37,-123.73,48.2,2.24
626,sawtell,0,AU,1570595239,56,-30.38,153.1,71.6,21.92
627,praxedis guerrero,75,MX,1570595239,77,31.37,-106.02,69.01,5.82
628,zelenoborskiy,100,RU,1570595240,96,66.84,32.36,37.87,9.03
629,poronaysk,100,RU,1570595240,90,49.22,143.1,51.04,16.6
630,andra,100,RU,1570595240,94,62.52,65.89,39.87,2.9
631,koroni,20,GR,1570595241,77,36.8,21.96,66.0,5.82
632,south lake tahoe,1,US,1570595241,45,38.93,-119.98,64.4,4.7
633,kununurra,40,AU,1570595241,16,-15.77,128.74,102.2,11.41
634,nalut,7,LY,1570595246,87,31.86,10.98,63.3,14.74
635,batsfjord,75,NO,1570595246,93,70.63,29.72,37.4,19.46
636,svolvaer,0,NO,1570595247,60,68.23,14.57,39.2,25.28
637,zunyi,97,CN,1570595247,79,27.73,106.92,66.23,7.27
638,dergachi,100,RU,1570595247,90,51.24,48.77,45.26,9.46
639,bondo,100,CD,1570595247,99,3.81,23.69,67.73,5.1
640,hovd,75,NO,1570595248,81,63.83,10.7,42.8,12.75
641,najran,40,SA,1570595248,38,17.54,44.22,73.4,6.76
642,isangel,75,VU,1570595248,61,-19.55,169.27,82.4,3.36
643,omsukchan,100,RU,1570595249,76,62.53,155.8,15.83,3.33
644,reconquista,0,AR,1570595249,72,-29.14,-59.64,66.58,6.96
645,lira,100,UG,1570595249,90,2.25,32.9,60.94,0.78
646,teya,75,MX,1570595249,88,21.05,-89.07,79.0,4.7
647,kushiro,75,JP,1570595250,55,43.11,144.15,62.6,16.11
648,yeppoon,0,AU,1570595250,24,-23.13,150.74,91.4,12.75
649,vestmanna,61,FO,1570595250,93,62.16,-7.17,50.0,12.75
650,westport,1,US,1570595251,76,41.14,-73.36,61.0,11.41
651,kashirskoye,0,RU,1570595251,74,51.42,39.61,35.6,6.71
652,pashiya,100,RU,1570595251,88,58.43,58.26,35.65,1.57
653,uyuni,0,BO,1570595251,23,-20.46,-66.82,45.52,2.3
654,aquiraz,40,BR,1570595252,74,-3.9,-38.39,79.0,16.11
655,rizhao,21,CN,1570595252,54,35.43,119.46,68.9,6.71
656,kutum,69,SD,1570595252,65,14.2,24.66,71.99,4.5
657,west wendover,1,US,1570595252,54,40.74,-114.07,53.6,4.7
658,jasper,1,US,1570595187,106,33.83,-87.28,66.0,5.23
659,beloha,0,MG,1570595253,58,-25.17,45.06,73.69,5.1
660,ixtapa,75,MX,1570595253,83,20.71,-105.21,84.99,3.36
661,graciano sanchez,29,MX,1570595254,93,23.92,-99.28,59.88,3.28
662,coruripe,46,BR,1570595255,95,-10.12,-36.18,68.2,6.24
663,bitung,40,ID,1570595255,52,1.44,125.19,93.2,9.17
664,zaragoza,0,SV,1570594984,94,13.59,-89.29,77.0,2.24
665,chumikan,33,RU,1570595256,64,54.72,135.31,44.71,13.81
666,brasilia,40,BR,1570595256,73,-10.9,-37.55,77.0,9.17
667,montanha,0,BR,1570595256,86,-18.13,-40.37,70.25,8.07
668,tarakan,20,ID,1570595256,42,3.3,117.63,86.0,4.7
669,la maddalena,0,IT,1570595257,100,39.15,9.02,66.2,6.93
670,port-cartier,5,CA,1570595257,74,50.03,-66.88,39.0,4.7
671,la macarena,59,CO,1570595257,99,2.18,-73.79,69.58,2.48
672,acapulco,75,MX,1570595258,88,16.86,-99.88,80.6,4.7
673,dafeng,92,CN,1570595258,46,33.2,120.46,72.68,6.89
674,hellvik,75,NO,1570595258,93,59.92,5.78,48.0,16.11
675,xapuri,17,BR,1570595259,64,-10.65,-68.5,75.43,1.5
676,placer,1,US,1570595259,62,42.63,-123.32,52.0,8.05
677,kaspiyskiy,100,RU,1570595259,84,45.39,47.37,54.36,9.05
678,menongue,100,AO,1570595259,76,-14.66,17.68,61.86,5.14
679,ermioni,0,GR,1570595260,78,37.39,23.25,61.93,2.51
680,keti bandar,0,PK,1570595260,66,24.14,67.45,83.93,9.83
681,ha tinh,45,VN,1570595260,84,18.33,105.9,79.68,13.65
682,uvat,100,RU,1570595261,95,59.14,68.9,47.32,4.91
683,juneau,75,US,1570595179,52,58.3,-134.42,41.0,8.05
684,verkhnevilyuysk,100,RU,1570595261,89,63.45,120.31,25.25,6.91
685,santa helena,23,BR,1570595261,93,-2.23,-45.3,71.92,3.11
686,luxor,0,EG,1570595262,36,25.7,32.65,78.8,0.83
687,zhenhai,75,CN,1570595262,61,29.95,121.71,78.01,2.24
688,port pirie,0,AU,1570595262,48,-33.18,138.01,62.6,9.17
689,augusto correa,16,BR,1570595263,91,-1.02,-46.63,73.24,2.06
690,tanabe,20,JP,1570595263,29,33.73,135.39,75.2,12.75
691,nova olimpia,100,BR,1570595263,87,-14.8,-57.29,72.73,0.5
692,redcliffe,0,AU,1570595264,39,-31.94,115.94,86.0,12.75
693,touros,40,BR,1570595264,83,-5.2,-35.46,75.2,5.82
694,mekhe,20,SN,1570595264,83,15.11,-16.62,80.6,4.7
695,zabaykalsk,65,CN,1570595264,48,49.64,117.33,53.29,22.95
696,mae ramat,20,TH,1570595265,66,16.98,98.52,86.0,3.36
697,gouyave,20,GD,1570595265,78,12.16,-61.73,82.4,16.11
698,batemans bay,63,AU,1570595265,61,-35.71,150.18,60.01,4.0
699,muravlenko,100,RU,1570595265,81,63.79,74.5,37.0,17.83
700,harper,1,US,1570595266,52,30.3,-99.24,73.0,3.36
701,pentecoste,13,BR,1570595266,75,-3.8,-39.27,79.0,24.0
702,lebedinyy,100,RU,1570595266,86,58.52,125.52,22.35,6.79
703,conde,10,BR,1570595267,97,-11.81,-37.61,66.74,2.01
704,nahariyya,66,IL,1570595267,84,33.01,35.09,72.0,7.29
705,turtas,100,RU,1570595268,95,58.94,69.13,47.32,4.92
706,syracuse,1,US,1570595112,93,43.05,-76.15,48.0,3.74
707,mandalgovi,0,MN,1570595268,30,45.76,106.27,53.55,18.53
708,ola,100,RU,1570595268,81,59.58,151.3,37.04,20.0
709,sur,0,OM,1570595269,63,22.57,59.53,79.01,0.49
710,elur,20,IN,1570595269,74,10.07,76.3,86.0,3.36
711,boffa,100,GN,1570595269,90,10.18,-14.04,75.9,5.28
712,kouango,100,CF,1570595269,98,4.99,19.98,69.78,3.33
713,hastings,100,NZ,1570595270,66,-39.64,176.84,60.94,9.78
714,surt,100,LY,1570595270,79,31.21,16.59,68.34,6.61
715,yanam,40,IN,1570595270,79,16.73,82.22,84.2,9.17
716,villiers,0,ZA,1570595271,76,-27.03,28.6,49.82,4.07
717,ngunguru,75,NZ,1570595271,74,-35.62,174.5,68.0,8.99
718,faribault,1,US,1570595271,62,44.3,-93.27,60.01,17.22
719,victor harbor,0,AU,1570595272,48,-35.55,138.62,64.0,16.11
720,tommot,100,RU,1570595272,89,58.97,126.27,28.45,11.83
721,witney,75,GB,1570595007,87,51.78,-1.49,51.01,6.93
722,sulphur springs,1,US,1570595075,67,33.14,-95.6,63.0,4.7
723,lasa,0,CY,1570595273,82,34.92,32.53,66.2,3.36
724,ladario,63,PT,1570595273,97,40.7,-7.74,61.0,4.44
725,mount isa,23,AU,1570595273,10,-20.73,139.49,89.6,14.99
726,tongliao,0,CN,1570595273,16,43.61,122.27,71.42,17.96
727,saint-pierre,90,FR,1570595274,93,48.95,4.24,53.6,13.87
728,bonthe,100,SL,1570595274,92,7.53,-12.5,75.79,8.16
729,tavda,72,RU,1570595274,93,58.04,65.27,45.12,3.47
730,melito di porto salvo,20,IT,1570595274,68,37.92,15.77,71.01,4.7
731,iznoski,98,RU,1570595275,92,54.99,35.31,36.75,7.81
732,sarakhs,0,TM,1570595275,52,36.54,61.16,68.0,2.91
733,provost,100,CA,1570595275,65,52.35,-110.26,27.66,8.95
734,urusha,100,RU,1570595275,66,54.05,122.9,36.39,8.69
735,mwense,87,ZM,1570595276,48,-10.39,28.7,69.28,3.87
736,sept-iles,5,CA,1570595276,74,50.2,-66.38,39.0,4.7
737,coihaique,40,CL,1570595119,99,-45.58,-72.07,46.4,9.17
738,santa paz,11,BR,1570595277,74,-5.02,-39.15,73.02,7.05
739,kubrat,0,BG,1570595277,89,43.8,26.5,48.18,2.66
740,boca do acre,34,BR,1570595277,63,-8.76,-67.39,76.66,1.1
741,baltasi,100,RU,1570595278,97,56.34,50.21,37.92,4.65
742,bata,40,GQ,1570595278,100,1.87,9.77,75.2,3.36
743,tan an,40,VN,1570595278,66,10.54,106.4,89.6,3.36
744,plettenberg bay,100,ZA,1570595278,86,-34.05,23.37,59.27,11.25
745,baruun-urt,0,MN,1570595279,36,46.68,113.28,55.18,14.96
746,malinovskiy,96,RU,1570595279,93,54.15,34.53,35.31,9.46
747,troitskoye,0,RU,1570595279,63,52.98,84.68,51.46,6.78
748,dongli,75,CN,1570595279,58,24.18,117.61,84.2,11.18
749,eyl,3,SO,1570595280,82,7.98,49.82,79.27,7.55
750,vestmannaeyjar,100,IS,1570595280,81,63.44,-20.27,48.27,6.79
751,havre-saint-pierre,20,CA,1570595280,75,50.23,-63.6,41.0,6.93
752,prudy,99,UA,1570595280,63,51.33,33.8,38.82,12.1
753,pangody,100,RU,1570595281,74,65.85,74.49,34.63,18.03
754,witu,90,KE,1570595281,88,-2.39,40.44,78.8,9.86
755,zittau,96,CZ,1570595281,95,50.9,14.81,52.0,3.0
756,zhigansk,55,RU,1570595282,76,66.77,123.37,23.11,15.24
757,mahon,75,IE,1570595282,81,51.89,-8.4,50.0,9.17
758,hauterive,1,CA,1570595282,100,49.18,-68.27,44.6,3.36
759,solvychegodsk,100,RU,1570595282,89,61.33,46.92,34.23,9.98
760,mujiayingzi,72,CN,1570595283,26,42.12,118.78,59.63,21.16
761,den helder,90,NL,1570595283,76,52.96,4.76,57.2,18.34
762,cabedelo,75,BR,1570595283,83,-6.97,-34.84,77.0,9.17
763,karatuzskoye,0,RU,1570595283,68,53.61,92.87,41.48,7.7
764,tura,59,RU,1570595284,75,64.27,100.22,18.88,15.26
765,jinxi,33,CN,1570595284,55,27.92,116.75,81.27,3.05
766,pakxe,40,LA,1570595284,62,15.12,105.78,89.6,4.7
767,ust-nera,90,RU,1570595285,83,64.57,143.24,11.62,9.0
768,forestville,20,CA,1570595261,81,48.74,-69.09,44.6,5.82
769,bouloupari,90,NC,1570595285,69,-21.87,166.05,81.0,3.36
770,shache,98,CN,1570595285,67,38.42,77.24,60.01,1.01
771,mareeba,74,AU,1570595286,51,-16.99,145.42,93.99,6.93
772,shu,65,KZ,1570595286,67,43.6,73.76,59.14,5.91
773,nemuro,40,JP,1570595286,48,43.32,145.57,64.4,16.11
774,north vanlaiphai,4,IN,1570595287,61,23.13,93.07,79.48,0.84
775,buenaventura,100,CO,1570595287,96,3.89,-77.07,74.01,1.1
